pass	rgb	class	aabb	detail	path
0	200,216,216	MeshInstance3D	0.5x0.7x0.6	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/StaticCarcass/@MeshInstance3D@8045
0	216,216,216	MeshInstance3D	0.6x0.8x0.6	mat=StandardMaterial3D@0.200,0.190,0.180;mat=StandardMaterial3D@0.200,0.190,0.180	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/StaticCarcass/@MeshInstance3D@8046
0	232,216,216	MeshInstance3D	0.6x1.0x0.6	mat=StandardMaterial3D@1.000,0.970,0.890;mat=StandardMaterial3D@1.000,0.970,0.890	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/StaticCarcass/@MeshInstance3D@8047
0	248,216,216	MeshInstance3D	0.4x0.4x0.6	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/StaticCarcass/@MeshInstance3D@8048
0	8,232,216	MeshInstance3D	0.0x0.3x0.4	mat=StandardMaterial3D@1.000,0.970,0.890;mat=StandardMaterial3D@1.000,0.970,0.890	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/OvenDoor/@MeshInstance3D@8049
0	24,232,216	MeshInstance3D	0.0x0.3x0.4	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/OvenDoor/@MeshInstance3D@8050
0	40,232,216	MeshInstance3D	0.0x0.1x0.4	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/OvenDoor/@MeshInstance3D@8051
0	56,232,216	MeshInstance3D	0.0x0.1x0.4	mat=StandardMaterial3D@1.000,0.970,0.890;mat=StandardMaterial3D@1.000,0.970,0.890	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BroilerDrawer/@MeshInstance3D@8052
0	72,232,216	MeshInstance3D	0.0x0.0x0.2	mat=StandardMaterial3D@0.200,0.190,0.180;mat=StandardMaterial3D@0.200,0.190,0.180	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BroilerDrawer/@MeshInstance3D@8053
0	88,232,216	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.560,0.390,0.280;mat=StandardMaterial3D@0.560,0.390,0.280	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve1/@MeshInstance3D@8054
0	104,232,216	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve1/@MeshInstance3D@8055
0	120,232,216	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.560,0.390,0.280;mat=StandardMaterial3D@0.560,0.390,0.280	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve2/@MeshInstance3D@8056
0	136,232,216	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve2/@MeshInstance3D@8057
0	152,232,216	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.560,0.390,0.280;mat=StandardMaterial3D@0.560,0.390,0.280	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve3/@MeshInstance3D@8058
0	168,232,216	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve3/@MeshInstance3D@8059
0	184,232,216	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.560,0.390,0.280;mat=StandardMaterial3D@0.560,0.390,0.280	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve4/@MeshInstance3D@8060
0	200,232,216	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerValve4/@MeshInstance3D@8061
0	216,232,216	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.560,0.390,0.280;mat=StandardMaterial3D@0.560,0.390,0.280	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/OvenValve/@MeshInstance3D@7967
0	232,232,216	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.820,0.740,0.520;mat=StandardMaterial3D@0.820,0.740,0.520	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/OvenValve/@MeshInstance3D@7968
0	248,232,216	MeshInstance3D	0.2x0.0x0.2	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/Grate1/@MeshInstance3D@8062
0	8,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.200,0.190,0.180;mat=StandardMaterial3D@0.200,0.190,0.180	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap1/@MeshInstance3D@8066
0	24,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap1/@MeshInstance3D@8067
0	40,248,216	MeshInstance3D	0.2x0.0x0.2	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/Grate2/@MeshInstance3D@8063
0	56,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.200,0.190,0.180;mat=StandardMaterial3D@0.200,0.190,0.180	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap2/@MeshInstance3D@8068
0	72,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap2/@MeshInstance3D@8069
0	88,248,216	MeshInstance3D	0.2x0.0x0.2	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/Grate3/@MeshInstance3D@8064
0	104,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.200,0.190,0.180;mat=StandardMaterial3D@0.200,0.190,0.180	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap3/@MeshInstance3D@8070
0	120,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap3/@MeshInstance3D@8071
0	136,248,216	MeshInstance3D	0.2x0.0x0.2	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/Grate4/@MeshInstance3D@8065
0	152,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.200,0.190,0.180;mat=StandardMaterial3D@0.200,0.190,0.180	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap4/@MeshInstance3D@8072
0	168,248,216	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.420,0.400,0.380;mat=StandardMaterial3D@0.420,0.400,0.380	StreetIdShot/OrisonRoot/F02_2C_STOVE_01/BurnerCap4/@MeshInstance3D@8073
0	184,248,216	MeshInstance3D	0.6x1.2x0.7	mat=StandardMaterial3D@0.520,0.500,0.460;mat=StandardMaterial3D@0.520,0.500,0.460	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/StaticCarcass/@MeshInstance3D@8145
0	200,248,216	MeshInstance3D	0.0x0.1x0.5	mat=StandardMaterial3D@0.190,0.105,0.055;mat=StandardMaterial3D@0.190,0.105,0.055	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/StaticCarcass/@MeshInstance3D@8146
0	216,248,216	MeshInstance3D	0.5x0.9x0.6	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/StaticCarcass/@MeshInstance3D@8147
0	232,248,216	MeshInstance3D	0.0x0.7x0.7	mat=StandardMaterial3D@0.520,0.500,0.460;mat=StandardMaterial3D@0.520,0.500,0.460	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/FoodDoor/@MeshInstance3D@8148
0	248,248,216	MeshInstance3D	0.0x0.6x0.6	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/FoodDoor/@MeshInstance3D@8149
0	8,8,232	MeshInstance3D	0.1x0.6x0.7	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/FoodDoor/@MeshInstance3D@8150
0	24,8,232	MeshInstance3D	0.0x0.2x0.7	mat=StandardMaterial3D@0.520,0.500,0.460;mat=StandardMaterial3D@0.520,0.500,0.460	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/IceDoor/@MeshInstance3D@8151
0	40,8,232	MeshInstance3D	0.0x0.1x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/IceDoor/@MeshInstance3D@8152
0	56,8,232	MeshInstance3D	0.2x0.1x0.5	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/DripTray/@MeshInstance3D@8153
0	72,8,232	MeshInstance3D	0.0x0.1x0.5	mat=StandardMaterial3D@0.520,0.500,0.460;mat=StandardMaterial3D@0.520,0.500,0.460	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/DripTray/@MeshInstance3D@8154
0	88,8,232	MeshInstance3D	0.0x0.0x0.2	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/DripTray/@MeshInstance3D@8155
0	104,8,232	MeshInstance3D	0.1x0.2x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/@MeshInstance3D@8142
0	120,8,232	MeshInstance3D	0.1x0.2x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/@MeshInstance3D@8143
0	136,8,232	MeshInstance3D	0.1x0.1x0.2	mat=StandardMaterial3D@0.840,0.720,0.480;mat=StandardMaterial3D@0.840,0.720,0.480	StreetIdShot/OrisonRoot/F02_2C_FRIDGE_01/@MeshInstance3D@8144
0	152,8,232	MeshInstance3D	0.3x0.6x0.3	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8159
0	168,8,232	MeshInstance3D	0.0x0.5x0.3	mat=StandardMaterial3D@0.100,0.095,0.090;mat=StandardMaterial3D@0.100,0.095,0.090	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8160
0	184,8,232	MeshInstance3D	0.0x0.2x0.2	mat=StandardMaterial3D@0.160,0.150,0.140;mat=StandardMaterial3D@0.160,0.150,0.140	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8161
0	200,8,232	MeshInstance3D	0.0x0.2x0.2	mat=StandardMaterial3D@0.580,0.550,0.500;mat=StandardMaterial3D@0.580,0.550,0.500	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8162
0	216,8,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.300,0.290,0.270;mat=StandardMaterial3D@0.300,0.290,0.270	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8163
0	232,8,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8164
0	248,8,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.050,0.050,0.050;mat=StandardMaterial3D@0.050,0.050,0.050	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8165
0	8,24,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8166
0	24,24,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_01/@MeshInstance3D@8167
0	40,24,232	MeshInstance3D	0.3x0.6x0.3	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8170
0	56,24,232	MeshInstance3D	0.0x0.5x0.3	mat=StandardMaterial3D@0.100,0.095,0.090;mat=StandardMaterial3D@0.100,0.095,0.090	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8171
0	72,24,232	MeshInstance3D	0.0x0.2x0.2	mat=StandardMaterial3D@0.160,0.150,0.140;mat=StandardMaterial3D@0.160,0.150,0.140	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8172
0	88,24,232	MeshInstance3D	0.0x0.2x0.2	mat=StandardMaterial3D@0.580,0.550,0.500;mat=StandardMaterial3D@0.580,0.550,0.500	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8173
0	104,24,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.300,0.290,0.270;mat=StandardMaterial3D@0.300,0.290,0.270	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8174
0	120,24,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8175
0	136,24,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.050,0.050,0.050;mat=StandardMaterial3D@0.050,0.050,0.050	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8176
0	152,24,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8177
0	168,24,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_SPEAKER_02/@MeshInstance3D@8178
0	184,24,232	MeshInstance3D	0.1x0.4x0.5	mat=StandardMaterial3D@0.460,0.440,0.400;mat=StandardMaterial3D@0.460,0.440,0.400	StreetIdShot/OrisonRoot/F02_C_MONITOR_01/ReceiverCase/@MeshInstance3D@8186
0	200,24,232	MeshInstance3D	0.0x0.3x0.5	mat=StandardMaterial3D@0.550,0.500,0.380;mat=StandardMaterial3D@0.550,0.500,0.380	StreetIdShot/OrisonRoot/F02_C_MONITOR_01/ReceiverCase/@MeshInstance3D@8187
0	216,24,232	MeshInstance3D	0.0x0.2x0.4	mat=StandardMaterial3D@0.025,0.035,0.032;mat=StandardMaterial3D@0.025,0.035,0.032	StreetIdShot/OrisonRoot/F02_C_MONITOR_01/PicturePlate
0	232,24,232	MeshInstance3D	0.3x0.4x0.2	mat=StandardMaterial3D@0.310,0.310,0.290;mat=StandardMaterial3D@0.310,0.310,0.290	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/StaticCarcass/@MeshInstance3D@8239
0	248,24,232	MeshInstance3D	0.4x0.4x0.2	mat=StandardMaterial3D@0.480,0.470,0.430;mat=StandardMaterial3D@0.480,0.470,0.430	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/StaticCarcass/@MeshInstance3D@8240
0	8,40,232	MeshInstance3D	0.2x0.3x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/StaticCarcass/@MeshInstance3D@8241
0	24,40,232	MeshInstance3D	0.1x0.0x0.2	mat=StandardMaterial3D@0.200,0.160,0.120;mat=StandardMaterial3D@0.200,0.160,0.120	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/StaticCarcass/@MeshInstance3D@8242
0	40,40,232	MeshInstance3D	0.6x0.6x0.0	mat=StandardMaterial3D@0.250,0.210,0.170;mat=StandardMaterial3D@0.250,0.210,0.170	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/Rotor/@MeshInstance3D@8243
0	56,40,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/SpeedSelector/@MeshInstance3D@8244
0	72,40,232	MeshInstance3D	0.1x0.1x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/AttachmentPlug/@MeshInstance3D@8245
0	88,40,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/AttachmentPlug/@MeshInstance3D@8246
0	104,40,232	MeshInstance3D	0.0x0.1x0.0	mat=StandardMaterial3D@0.200,0.160,0.120;mat=StandardMaterial3D@0.200,0.160,0.120	StreetIdShot/OrisonRoot/F02_C_BOXFAN_01/AttachmentPlug/@MeshInstance3D@8247
0	120,40,232	MeshInstance3D	0.8x0.3x0.8	mat=StandardMaterial3D@0.780,0.800,0.750;mat=StandardMaterial3D@0.780,0.800,0.750	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/StaticFixture/@MeshInstance3D@8311
0	136,40,232	MeshInstance3D	0.7x2.0x0.8	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/StaticFixture/@MeshInstance3D@8312
0	152,40,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.330,0.320,0.290;mat=StandardMaterial3D@0.330,0.320,0.290	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/StaticFixture/@MeshInstance3D@8313
0	168,40,232	MeshInstance3D	0.0x0.0x0.1	mat=StandardMaterial3D@0.790,0.760,0.650;mat=StandardMaterial3D@0.790,0.760,0.650	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/StaticFixture/@MeshInstance3D@8314
0	184,40,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.390,0.180,0.085;mat=StandardMaterial3D@0.390,0.180,0.085	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/StaticFixture/@MeshInstance3D@8315
0	200,40,232	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/HotValve/@MeshInstance3D@8316
0	216,40,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.780,0.680,0.440;mat=StandardMaterial3D@0.780,0.680,0.440	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/HotValve/@MeshInstance3D@8317
0	232,40,232	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/ColdValve/@MeshInstance3D@8318
0	248,40,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.780,0.680,0.440;mat=StandardMaterial3D@0.780,0.680,0.440	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/ColdValve/@MeshInstance3D@8319
0	8,56,232	MeshInstance3D	0.7x1.6x0.8	mat=StandardMaterial3D@0.900,0.840,0.670;mat=StandardMaterial3D@0.900,0.840,0.670	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/CurtainDrawn/@MeshInstance3D@8320
0	24,56,232	MeshInstance3D	0.6x0.1x0.7	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/CurtainDrawn/@MeshInstance3D@8321
0	40,56,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SHOWER_01/Stopper/@MeshInstance3D@8306
0	56,56,232	MeshInstance3D	0.5x1.0x0.7	mat=StandardMaterial3D@0.960,0.940,0.860;mat=StandardMaterial3D@0.960,0.940,0.860	StreetIdShot/OrisonRoot/F02_2D_SINK_01/StaticFixture/@MeshInstance3D@8360
0	72,56,232	MeshInstance3D	0.3x1.0x0.2	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SINK_01/StaticFixture/@MeshInstance3D@8361
0	88,56,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.330,0.320,0.290;mat=StandardMaterial3D@0.330,0.320,0.290	StreetIdShot/OrisonRoot/F02_2D_SINK_01/StaticFixture/@MeshInstance3D@8362
0	104,56,232	MeshInstance3D	0.0x0.0x0.1	mat=StandardMaterial3D@0.790,0.760,0.650;mat=StandardMaterial3D@0.790,0.760,0.650	StreetIdShot/OrisonRoot/F02_2D_SINK_01/StaticFixture/@MeshInstance3D@8363
0	120,56,232	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SINK_01/HotValve/@MeshInstance3D@8364
0	136,56,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.780,0.680,0.440;mat=StandardMaterial3D@0.780,0.680,0.440	StreetIdShot/OrisonRoot/F02_2D_SINK_01/HotValve/@MeshInstance3D@8365
0	152,56,232	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SINK_01/ColdValve/@MeshInstance3D@8366
0	168,56,232	MeshInstance3D	0.0x0.0x0.0	mat=StandardMaterial3D@0.780,0.680,0.440;mat=StandardMaterial3D@0.780,0.680,0.440	StreetIdShot/OrisonRoot/F02_2D_SINK_01/ColdValve/@MeshInstance3D@8367
0	184,56,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.930,0.910,0.840;mat=StandardMaterial3D@0.930,0.910,0.840	StreetIdShot/OrisonRoot/F02_2D_SINK_01/Stopper/@MeshInstance3D@8356
0	200,56,232	MeshInstance3D	0.1x0.7x0.5	mat=StandardMaterial3D@0.860,0.850,0.790;mat=StandardMaterial3D@0.860,0.850,0.790	StreetIdShot/OrisonRoot/F02_2D_MIRROR_01/CabinetCarcass/@MeshInstance3D@8387
0	216,56,232	MeshInstance3D	0.0x0.6x0.4	mat=StandardMaterial3D@0.860,0.850,0.790;mat=StandardMaterial3D@0.860,0.850,0.790	StreetIdShot/OrisonRoot/F02_2D_MIRROR_01/CabinetDoor/@MeshInstance3D@8399
0	232,56,232	MeshInstance3D	0.0x0.6x0.4	mat=StandardMaterial3D@0.780,0.790,0.760;mat=StandardMaterial3D@0.780,0.790,0.760	StreetIdShot/OrisonRoot/F02_2D_MIRROR_01/CabinetDoor/@MeshInstance3D@8400
0	248,56,232	MeshInstance3D	0.1x0.6x0.5	mat=StandardMaterial3D@0.880,0.860,0.800;mat=StandardMaterial3D@0.880,0.860,0.800	StreetIdShot/OrisonRoot/F02_2D_MIRROR_01/CabinetDoor/@MeshInstance3D@8401
0	8,72,232	MeshInstance3D	0.0x0.2x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/2D_LT_SCONCE/@Node3D@8404/@MeshInstance3D@8405
0	24,72,232	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@1.000,1.000,1.000;mat=StandardMaterial3D@1.000,1.000,1.000	StreetIdShot/OrisonRoot/2D_LT_SCONCE/@Node3D@8404/@MeshInstance3D@8406
0	40,72,232	MeshInstance3D	0.2x0.2x0.2	mat=StandardMaterial3D@1.000,0.970,0.900;mat=StandardMaterial3D@1.000,0.970,0.900	StreetIdShot/OrisonRoot/2D_LT_SCONCE/@Node3D@8404/bulb_globe
0	56,72,232	MeshInstance3D	0.0x0.1x0.1	mat=StandardMaterial3D@0.820,0.720,0.480;mat=StandardMaterial3D@0.820,0.720,0.480	StreetIdShot/OrisonRoot/F02_D_RADIATOR_01/WorkingAssembly/CastSections/ReplaceableAirVent/@MeshInstance3D@8522
0	72,72,232	MeshInstance3D	0.0x0.1x0.0	mat=StandardMaterial3D@0.480,0.200,0.100;mat=StandardMaterial3D@0.480,0.200,0.100	StreetIdShot/OrisonRoot/F02_D_RADIATOR_01/WorkingAssembly/CastSections/ReplaceableAirVent/@MeshInstance3D@8523
0	88,72,232	MeshInstance3D	0.2x0.6x0.7	mat=StandardMaterial3D@0.320,0.310,0.300;mat=StandardMaterial3D@0.320,0.310,0.300	StreetIdShot/OrisonRoot/F02_D_RADIATOR_01/WorkingAssembly/CastSections/@MeshInstance3D@8520
0	104,72,232	MeshInstance3D	0.1x0.1x0.1	mat=StandardMaterial3D@0.820,0.720,0.480;mat=StandardMaterial3D@0.820,0.720,0.480	StreetIdShot/OrisonRoot/F02_D_RADIATOR_01/WorkingAssembly/SupplyHandwheel/@MeshInstance3D@8521
0	120,72,232	MeshInstance3D	0.1x0.0x0.1	mat=StandardMaterial3D@0.420,0.290,0.180;mat=StandardMaterial3D@0.420,0.290,0.180	StreetIdShot/OrisonRoot/F02_D_RADIATOR_01/WorkingAssembly/FarEndPitchShim/@MeshInstance3D@8519
0	136,72,232	MeshInstance3D	0.1x0.1x0.2	mat=StandardMaterial3D@0.520,0.480,0.440;mat=StandardMaterial3D@0.520,0.480,0.440	StreetIdShot/OrisonRoot/F02_D_RADIATOR_01/WorkingAssembly/@MeshInstance3D@8524
